,hour,minute,second,azimuth,elevation,power
2016-11-23 16:06:56,0.8421052631578947,0.1016949152542373,0.9491525423728814,0.5,0.6666666666666666,
2016-11-23 16:07:01,0.8421052631578947,0.11864406779661017,0.01694915254237288,0.5,0.8333333333333334,
2016-11-23 16:07:06,0.8421052631578947,0.11864406779661017,0.1016949152542373,0.5,1.0,
2016-11-23 16:07:11,0.8421052631578947,0.11864406779661017,0.1864406779661017,0.6,0.0,
2016-11-23 16:07:16,0.8421052631578947,0.11864406779661017,0.2711864406779661,0.6,0.16666666666666666,
2016-11-23 16:07:21,0.8421052631578947,0.11864406779661017,0.3559322033898305,0.6,0.3333333333333333,
2016-11-23 16:07:26,0.8421052631578947,0.11864406779661017,0.4406779661016949,0.6,0.5,
2016-11-23 16:07:31,0.8421052631578947,0.11864406779661017,0.5254237288135594,0.6,0.6666666666666666,
2016-11-23 16:07:36,0.8421052631578947,0.11864406779661017,0.6101694915254238,0.6,0.8333333333333334,
2016-11-23 16:07:41,0.8421052631578947,0.11864406779661017,0.6949152542372882,0.6,1.0,
2016-11-23 16:07:46,0.8421052631578947,0.11864406779661017,0.7796610169491526,0.7,0.0,
2016-11-23 16:07:51,0.8421052631578947,0.11864406779661017,0.864406779661017,0.7,0.16666666666666666,
2016-11-23 16:07:56,0.8421052631578947,0.11864406779661017,0.9491525423728814,0.7,0.3333333333333333,
2016-11-23 16:08:01,0.8421052631578947,0.13559322033898305,0.01694915254237288,0.7,0.5,
2016-11-23 16:08:06,0.8421052631578947,0.13559322033898305,0.1016949152542373,0.7,0.6666666666666666,
2016-11-23 16:08:11,0.8421052631578947,0.13559322033898305,0.1864406779661017,0.7,0.8333333333333334,
2016-11-23 16:08:16,0.8421052631578947,0.13559322033898305,0.2711864406779661,0.7,1.0,
2016-11-23 16:08:21,0.8421052631578947,0.13559322033898305,0.3559322033898305,0.8,0.0,
2016-11-23 16:08:26,0.8421052631578947,0.13559322033898305,0.4406779661016949,0.8,0.16666666666666666,
2016-11-23 16:08:31,0.8421052631578947,0.13559322033898305,0.5254237288135594,0.8,0.3333333333333333,
2016-11-23 16:08:36,0.8421052631578947,0.13559322033898305,0.6101694915254238,0.8,0.5,
2016-11-23 16:08:41,0.8421052631578947,0.13559322033898305,0.6949152542372882,0.8,0.6666666666666666,
2016-11-23 16:08:46,0.8421052631578947,0.13559322033898305,0.7796610169491526,0.8,0.8333333333333334,
2016-11-23 16:08:51,0.8421052631578947,0.13559322033898305,0.864406779661017,0.8,1.0,
2016-11-23 16:08:56,0.8421052631578947,0.13559322033898305,0.9491525423728814,0.9,0.0,
2016-11-23 16:09:01,0.8421052631578947,0.15254237288135594,0.01694915254237288,0.9,0.16666666666666666,
2016-11-23 16:09:06,0.8421052631578947,0.15254237288135594,0.1016949152542373,0.9,0.3333333333333333,
2016-11-23 16:09:11,0.8421052631578947,0.15254237288135594,0.1864406779661017,0.9,0.5,
2016-11-23 16:09:16,0.8421052631578947,0.15254237288135594,0.2711864406779661,0.9,0.6666666666666666,
2016-11-23 16:09:21,0.8421052631578947,0.15254237288135594,0.3559322033898305,0.9,0.8333333333333334,
2016-11-23 16:09:26,0.8421052631578947,0.15254237288135594,0.4406779661016949,0.9,1.0,
2016-11-23 16:09:31,0.8421052631578947,0.15254237288135594,0.5254237288135594,1.0,0.0,
2016-11-23 16:09:36,0.8421052631578947,0.15254237288135594,0.6101694915254238,1.0,0.16666666666666666,
2016-11-23 16:09:41,0.8421052631578947,0.15254237288135594,0.6949152542372882,1.0,0.3333333333333333,
2016-11-23 16:09:46,0.8421052631578947,0.15254237288135594,0.7796610169491526,1.0,0.5,
2016-11-23 16:09:51,0.8421052631578947,0.15254237288135594,0.864406779661017,1.0,0.6666666666666666,
2016-11-23 16:09:56,0.8421052631578947,0.15254237288135594,0.9491525423728814,1.0,0.8333333333333334,
2016-11-23 16:10:01,0.8421052631578947,0.1694915254237288,0.01694915254237288,1.0,1.0,
