hour, minute, second, azimuth angle (relative to west=0)/degree, elevation angle/degree, power/mW
12,53,46,162,75,259
12,53,49,162,90,231
12,53,52,180,0,140
12,53,57,180,15,146
12,54,0,180,30,170
12,54,3,180,45,193
12,54,6,180,60,209
12,54,9,180,75,216
12,54,12,180,90,215
12,59,26,0,0,134
12,59,30,0,15,141
12,59,33,0,30,166
12,59,36,0,45,198
12,59,39,0,60,223
12,59,42,0,75,237
12,59,45,0,90,245
12,59,48,18,0,241
12,59,53,18,15,267
12,59,56,18,30,290
12,59,59,18,45,298
13,0,2,18,60,299
13,0,5,18,75,284
13,0,8,18,90,260
13,0,11,36,0,336
13,0,16,36,15,343
13,0,19,36,30,351
13,0,22,36,45,347
13,0,25,36,60,341
13,0,28,36,75,319
13,0,31,36,90,273
13,0,34,54,0,358
13,0,39,54,15,362
13,0,42,54,30,363
13,0,45,54,45,358
13,0,48,54,60,351
13,0,51,54,75,333
13,0,54,54,90,278
13,0,57,72,0,370
13,1,2,72,15,372
13,1,5,72,30,373
13,1,8,72,45,368
13,1,11,72,60,359
13,1,14,72,75,338
13,1,17,72,90,280
13,1,20,90,0,371
13,1,25,90,15,372
13,1,28,90,30,376
13,1,31,90,45,367
13,1,34,90,60,359
13,1,37,90,75,341
13,1,40,90,90,280
13,1,43,108,0,368
13,1,48,108,15,370
13,1,51,108,30,371
13,1,54,108,45,368
13,1,57,108,60,358
13,2,0,108,75,341
13,2,3,108,90,278
13,2,6,126,0,362
13,2,11,126,15,364
13,2,14,126,30,365
13,2,17,126,45,361
13,2,20,126,60,352
13,2,23,126,75,332
13,2,26,126,90,269
13,2,29,144,0,338
13,2,34,144,15,348
13,2,37,144,30,350
13,2,40,144,45,346
13,2,43,144,60,337
13,2,46,144,75,314
13,2,49,144,90,257
13,2,52,162,0,254
13,2,57,162,15,277
13,3,0,162,30,299
13,3,3,162,45,305
13,3,6,162,60,299
13,3,9,162,75,279
13,3,12,162,90,246
13,3,15,180,0,151
13,3,20,180,15,166
13,3,23,180,30,194
13,3,26,180,45,217
13,3,29,180,60,232
13,3,32,180,75,236
13,3,35,180,90,229
13,8,49,0,0,129
13,8,53,0,15,125
13,8,56,0,30,151
13,8,59,0,45,181
13,9,2,0,60,207
13,9,5,0,75,228
13,9,8,0,90,236
13,9,11,18,0,216
13,9,16,18,15,242
13,9,19,18,30,264
13,9,22,18,45,274
13,9,25,18,60,273
13,9,28,18,75,261
13,9,31,18,90,241
13,9,34,36,0,311
13,9,39,36,15,327
13,9,42,36,30,336
13,9,45,36,45,330
13,9,48,36,60,320
13,9,51,36,75,291
13,9,54,36,90,249
13,9,57,54,0,343
13,10,2,54,15,349
13,10,5,54,30,352
13,10,8,54,45,347
13,10,11,54,60,338
13,10,14,54,75,310
13,10,17,54,90,258
13,10,20,72,0,359
13,10,25,72,15,363
13,10,28,72,30,365
13,10,31,72,45,361
13,10,34,72,60,351
13,10,37,72,75,323
13,10,40,72,90,258
13,10,43,90,0,364
13,10,48,90,15,368
13,10,51,90,30,369
13,10,54,90,45,364
13,10,57,90,60,357
13,11,0,90,75,330
13,11,3,90,90,258
13,11,6,108,0,363
13,11,11,108,15,365
13,11,14,108,30,365
13,11,17,108,45,362
13,11,20,108,60,353
13,11,23,108,75,331
13,11,26,108,90,260
13,11,29,126,0,355
13,11,34,126,15,360
13,11,37,126,30,361
13,11,40,126,45,358
13,11,43,126,60,348
13,11,46,126,75,324
13,11,49,126,90,255
13,11,52,144,0,340
13,11,57,144,15,347
13,12,0,144,30,351
13,12,3,144,45,344
13,12,6,144,60,332
13,12,9,144,75,303
13,12,12,144,90,249
13,12,15,162,0,259
13,12,20,162,15,281
13,12,23,162,30,299
13,12,26,162,45,303
13,12,29,162,60,296
13,12,32,162,75,270
13,12,35,162,90,237
13,12,38,180,0,155
13,12,43,180,15,172
13,12,46,180,30,200
13,12,49,180,45,220
13,12,52,180,60,231
13,12,55,180,75,230
13,12,58,180,90,221
13,18,12,0,0,124
13,18,16,0,15,112
13,18,19,0,30,127
13,18,22,0,45,159
13,18,25,0,60,189
13,18,28,0,75,211
13,18,31,0,90,227
13,18,34,18,0,198
13,18,39,18,15,225
13,18,42,18,30,250
13,18,45,18,45,262
13,18,48,18,60,266
13,18,51,18,75,258
13,18,54,18,90,243
13,18,57,36,0,303
13,19,2,36,15,320
13,19,5,36,30,330
13,19,8,36,45,328
13,19,11,36,60,320
13,19,14,36,75,295
13,19,17,36,90,253
13,19,20,54,0,346
13,19,25,54,15,352
13,19,28,54,30,356
13,19,31,54,45,350
13,19,34,54,60,341
13,19,37,54,75,315
13,19,40,54,90,260
13,19,43,72,0,362
13,19,48,72,15,367
13,19,51,72,30,366
13,19,54,72,45,360
13,19,57,72,60,353
13,20,0,72,75,326
13,20,3,72,90,261
13,20,6,90,0,365
13,20,11,90,15,368
13,20,14,90,30,372
13,20,17,90,45,363
13,20,20,90,60,355
13,20,23,90,75,331
13,20,26,90,90,260
13,20,29,108,0,366
13,20,34,108,15,371
13,20,37,108,30,368
13,20,40,108,45,363
13,20,43,108,60,353
13,20,46,108,75,333
13,20,49,108,90,259
13,20,52,126,0,360
13,20,57,126,15,362
13,21,0,126,30,363
13,21,3,126,45,358
13,21,6,126,60,352
13,21,9,126,75,323
13,21,12,126,90,255
13,21,15,144,0,341
13,21,20,144,15,348
13,21,23,144,30,352
13,21,26,144,45,345
13,21,29,144,60,339
13,21,32,144,75,307
13,21,35,144,90,244
13,21,38,162,0,270
13,21,43,162,15,291
13,21,46,162,30,309
13,21,49,162,45,310
13,21,52,162,60,299
13,21,55,162,75,272
13,21,58,162,90,235
13,22,1,180,0,168
13,22,6,180,15,189
13,22,9,180,30,215
13,22,12,180,45,233
13,22,15,180,60,241
13,22,18,180,75,236
13,22,21,180,90,221
13,27,35,0,0,126
13,27,39,0,15,109
13,27,42,0,30,117
13,27,45,0,45,148
13,27,48,0,60,179
13,27,51,0,75,208
13,27,54,0,90,228
13,27,57,18,0,187
13,28,2,18,15,214
13,28,5,18,30,241
13,28,8,18,45,257
13,28,11,18,60,262
13,28,14,18,75,259
13,28,17,18,90,246
13,28,20,36,0,302
13,28,25,36,15,320
13,28,28,36,30,331
13,28,31,36,45,330
13,28,34,36,60,321
13,28,37,36,75,298
13,28,40,36,90,259
13,28,43,54,0,345
13,28,48,54,15,352
13,28,51,54,30,354
13,28,54,54,45,348
13,28,57,54,60,341
13,29,0,54,75,318
13,29,3,54,90,265
13,29,6,72,0,364
13,29,11,72,15,365
13,29,14,72,30,366
13,29,17,72,45,360
13,29,20,72,60,352
13,29,23,72,75,331
13,29,26,72,90,268
13,29,29,90,0,368
13,29,34,90,15,369
13,29,37,90,30,373
13,29,40,90,45,364
13,29,43,90,60,356
13,29,46,90,75,337
13,29,49,90,90,267
13,29,52,108,0,367
13,29,57,108,15,372
13,30,0,108,30,373
13,30,3,108,45,367
13,30,6,108,60,355
13,30,9,108,75,335
13,30,12,108,90,265
13,30,15,126,0,363
13,30,20,126,15,363
13,30,23,126,30,365
13,30,26,126,45,362
13,30,29,126,60,350
13,30,32,126,75,326
13,30,35,126,90,256
13,30,38,144,0,344
13,30,43,144,15,347
13,30,46,144,30,351
13,30,49,144,45,348
13,30,52,144,60,336
13,30,55,144,75,306
13,30,58,144,90,244
13,31,1,162,0,286
13,31,6,162,15,304
13,31,9,162,30,319
13,31,12,162,45,316
13,31,15,162,60,305
13,31,18,162,75,275
13,31,21,162,90,232
13,31,24,180,0,179
13,31,29,180,15,201
13,31,32,180,30,226
13,31,35,180,45,240
13,31,38,180,60,244
13,31,41,180,75,236
13,31,44,180,90,217
13,36,59,0,0,127
13,37,2,0,15,109
13,37,5,0,30,105
13,37,8,0,45,130
13,37,11,0,60,166
13,37,14,0,75,198
13,37,17,0,90,225
13,37,20,18,0,173
13,37,25,18,15,196
13,37,28,18,30,225
13,37,31,18,45,243
13,37,34,18,60,252
13,37,37,18,75,251
13,37,40,18,90,242
13,37,43,36,0,291
13,37,48,36,15,312
13,37,51,36,30,328
13,37,54,36,45,324
13,37,57,36,60,319
13,38,0,36,75,294
13,38,3,36,90,257
13,38,6,54,0,340
13,38,11,54,15,346
13,38,14,54,30,351
13,38,17,54,45,345
13,38,20,54,60,338
13,38,23,54,75,315
13,38,26,54,90,263
13,38,29,72,0,362
13,38,34,72,15,365
13,38,37,72,30,365
13,38,40,72,45,360
13,38,43,72,60,353
13,38,46,72,75,330
13,38,49,72,90,270
13,38,52,90,0,369
13,38,57,90,15,370
13,39,0,90,30,371
13,39,3,90,45,369
13,39,6,90,60,357
13,39,9,90,75,337
13,39,12,90,90,269
13,39,15,108,0,369
13,39,20,108,15,370
13,39,23,108,30,372
13,39,26,108,45,368
13,39,29,108,60,358
13,39,32,108,75,338
13,39,35,108,90,268
13,39,38,126,0,366
13,39,43,126,15,366
13,39,46,126,30,368
13,39,49,126,45,363
13,39,52,126,60,353
13,39,55,126,75,330
13,39,58,126,90,261
13,40,1,144,0,351
13,40,6,144,15,354
13,40,9,144,30,360
13,40,12,144,45,353
13,40,15,144,60,344
13,40,18,144,75,316
13,40,21,144,90,250
13,40,24,162,0,302
13,40,29,162,15,322
13,40,32,162,30,329
13,40,35,162,45,326
13,40,38,162,60,317
13,40,41,162,75,285
13,40,44,162,90,239
13,40,47,180,0,201
13,40,52,180,15,223
13,40,55,180,30,246
13,40,58,180,45,257
13,41,1,180,60,258
13,41,4,180,75,247
13,41,7,180,90,222
13,46,22,0,0,130
13,46,25,0,15,110
13,46,28,0,30,94
13,46,31,0,45,117
13,46,34,0,60,153
13,46,37,0,75,189
13,46,40,0,90,218
13,46,43,18,0,160
13,46,48,18,15,181
13,46,51,18,30,209
13,46,54,18,45,229
13,46,57,18,60,240
13,47,0,18,75,244
13,47,3,18,90,238
13,47,6,36,0,278
13,47,11,36,15,302
13,47,14,36,30,316
13,47,17,36,45,317
13,47,20,36,60,310
13,47,23,36,75,287
13,47,26,36,90,252
13,47,29,54,0,337
13,47,34,54,15,344
13,47,37,54,30,349
13,47,40,54,45,344
13,47,43,54,60,334
13,47,46,54,75,309
13,47,49,54,90,258
13,47,52,72,0,361
13,47,57,72,15,365
13,48,0,72,30,365
13,48,3,72,45,362
13,48,6,72,60,350
13,48,9,72,75,325
13,48,12,72,90,263
13,48,15,90,0,369
13,48,20,90,15,371
13,48,23,90,30,371
13,48,26,90,45,367
13,48,29,90,60,356
13,48,32,90,75,333
13,48,35,90,90,262
13,48,38,108,0,372
13,48,43,108,15,372
13,48,46,108,30,372
13,48,49,108,45,368
13,48,52,108,60,356
13,48,55,108,75,334
13,48,58,108,90,257
13,49,1,126,0,364
13,49,6,126,15,367
13,49,9,126,30,367
13,49,12,126,45,361
13,49,15,126,60,352
13,49,18,126,75,323
13,49,21,126,90,252
13,49,24,144,0,351
13,49,29,144,15,355
13,49,32,144,30,359
13,49,35,144,45,351
13,49,38,144,60,342
13,49,41,144,75,313
13,49,44,144,90,245
13,49,47,162,0,316
13,49,52,162,15,330
13,49,55,162,30,334
13,49,58,162,45,331
13,50,1,162,60,319
13,50,4,162,75,283
13,50,7,162,90,233
13,50,10,180,0,214
13,50,15,180,15,235
13,50,18,180,30,257
13,50,21,180,45,265
13,50,24,180,60,262
13,50,27,180,75,244
13,50,30,180,90,217
13,55,45,0,0,130
13,55,48,0,15,113
13,55,51,0,30,94
13,55,54,0,45,104
13,55,57,0,60,141
13,56,0,0,75,180
13,56,3,0,90,214
13,56,6,18,0,151
13,56,11,18,15,166
13,56,14,18,30,194
13,56,17,18,45,215
13,56,20,18,60,231
13,56,23,18,75,236
13,56,26,18,90,233
13,56,29,36,0,264
13,56,34,36,15,287
13,56,37,36,30,305
13,56,40,36,45,306
13,56,43,36,60,299
13,56,46,36,75,279
13,56,49,36,90,245
13,56,52,54,0,332
13,56,57,54,15,341
13,57,0,54,30,346
13,57,3,54,45,342
13,57,6,54,60,332
13,57,9,54,75,304
13,57,12,54,90,254
13,57,15,72,0,359
13,57,20,72,15,364
13,57,23,72,30,365
13,57,26,72,45,358
13,57,29,72,60,349
13,57,32,72,75,326
13,57,35,72,90,258
13,57,38,90,0,367
13,57,43,90,15,370
13,57,46,90,30,370
13,57,49,90,45,365
13,57,52,90,60,356
13,57,55,90,75,330
13,57,58,90,90,257
13,58,1,108,0,369
13,58,6,108,15,369
13,58,9,108,30,370
13,58,12,108,45,366
13,58,15,108,60,356
13,58,18,108,75,334
13,58,21,108,90,257
13,58,24,126,0,362
13,58,29,126,15,366
13,58,32,126,30,366
13,58,35,126,45,359
13,58,38,126,60,352
13,58,41,126,75,323
13,58,44,126,90,253
13,58,47,144,0,352
13,58,52,144,15,357
13,58,55,144,30,360
13,58,58,144,45,353
13,59,1,144,60,344
13,59,4,144,75,313
13,59,7,144,90,245
13,59,10,162,0,320
13,59,15,162,15,332
13,59,18,162,30,340
13,59,21,162,45,333
13,59,24,162,60,325
13,59,27,162,75,286
13,59,30,162,90,235
13,59,33,180,0,230
13,59,38,180,15,249
13,59,41,180,30,269
13,59,44,180,45,274
13,59,47,180,60,268
13,59,50,180,75,248
13,59,53,180,90,218
14,5,8,0,0,135
14,5,11,0,15,117
14,5,14,0,30,97
14,5,17,0,45,98
14,5,20,0,60,131
14,5,23,0,75,176
14,5,26,0,90,211
14,5,29,18,0,148
14,5,34,18,15,155
14,5,37,18,30,180
14,5,40,18,45,204
14,5,43,18,60,221
14,5,46,18,75,230
14,5,49,18,90,229
14,5,52,36,0,255
14,5,57,36,15,278
14,6,0,36,30,297
14,6,3,36,45,300
14,6,6,36,60,295
14,6,9,36,75,276
14,6,12,36,90,246
14,6,15,54,0,328
14,6,20,54,15,338
14,6,23,54,30,345
14,6,26,54,45,339
14,6,29,54,60,329
14,6,32,54,75,301
14,6,35,54,90,253
14,6,38,72,0,359
14,6,43,72,15,359
14,6,46,72,30,361
14,6,49,72,45,358
14,6,52,72,60,346
14,6,55,72,75,320
14,6,58,72,90,258
14,7,1,90,0,365
14,7,6,90,15,369
14,7,9,90,30,370
14,7,12,90,45,363
14,7,15,90,60,356
14,7,18,90,75,329
14,7,21,90,90,259
14,7,24,108,0,370
14,7,29,108,15,372
14,7,32,108,30,373
14,7,35,108,45,367
14,7,38,108,60,359
14,7,41,108,75,330
14,7,44,108,90,256
14,7,47,126,0,365
14,7,52,126,15,367
14,7,55,126,30,370
14,7,58,126,45,362
14,8,1,126,60,352
14,8,4,126,75,329
14,8,7,126,90,250
14,8,10,144,0,355
14,8,15,144,15,357
14,8,18,144,30,362
14,8,21,144,45,352
14,8,24,144,60,345
14,8,27,144,75,312
14,8,30,144,90,242
14,8,33,162,0,327
14,8,38,162,15,335
14,8,41,162,30,337
14,8,44,162,45,332
14,8,47,162,60,324
14,8,50,162,75,288
14,8,53,162,90,233
14,8,56,180,0,242
14,9,1,180,15,261
14,9,4,180,30,278
14,9,7,180,45,281
14,9,10,180,60,274
14,9,13,180,75,253
14,9,16,180,90,220
