hour, minute, second, azimuth angle (relative to west=0)/degree, elevation angle/degree, power/mW
14,26,46,0,45,92
14,26,49,0,60,136
14,26,52,0,75,175
14,26,55,0,90,208
14,26,58,18,0,117
14,27,3,18,15,140
14,27,6,18,30,167
14,27,9,18,45,0
14,27,12,18,60,207
14,27,15,18,75,223
14,27,18,18,90,221
14,27,21,36,0,206
14,27,26,36,15,242
14,27,29,36,30,263
14,27,32,36,45,275
14,27,35,36,60,274
14,27,38,36,75,259
14,27,41,36,90,228
14,27,44,54,0,307
14,27,49,54,15,328
14,27,52,54,30,338
14,27,55,54,45,337
14,27,58,54,60,328
14,28,1,54,75,294
14,28,4,54,90,229
14,28,7,72,0,334
14,28,12,72,15,358
14,28,15,72,30,361
14,28,18,72,45,360
14,28,21,72,60,348
14,28,24,72,75,310
14,28,27,72,90,221
14,28,30,90,0,353
14,28,35,90,15,363
14,28,38,90,30,361
14,28,41,90,45,360
14,28,44,90,60,350
14,28,47,90,75,311
14,28,50,90,90,211
14,28,53,108,0,362
14,28,58,108,15,362
14,29,1,108,30,363
14,29,4,108,45,359
14,29,7,108,60,346
14,29,10,108,75,305
14,29,13,108,90,199
14,29,16,126,0,343
14,29,21,126,15,353
14,29,24,126,30,355
14,29,27,126,45,351
14,29,30,126,60,338
14,29,33,126,75,290
14,29,36,126,90,187
14,29,39,144,0,336
14,29,44,144,15,343
14,29,47,144,30,347
14,29,50,144,45,342
14,29,53,144,60,321
14,29,56,144,75,263
14,29,59,144,90,171
14,30,2,162,0,279
14,30,7,162,15,295
14,30,10,162,30,301
14,30,13,162,45,294
14,30,16,162,60,270
14,30,19,162,75,223
14,30,22,162,90,157
14,30,25,180,0,163
14,30,30,180,15,180
14,30,33,180,30,189
14,30,36,180,45,0
14,30,39,180,60,189
14,30,42,180,75,171
14,30,45,180,90,0
14,36,0,0,0,86
14,36,3,0,15,68
14,36,6,0,30,58
14,36,9,0,45,73
14,36,12,0,60,121
14,36,15,0,75,0
14,36,18,0,90,202
14,36,21,18,0,100
14,36,26,18,15,0
14,36,29,18,30,151
14,36,32,18,45,0
14,36,35,18,60,192
14,36,38,18,75,206
14,36,41,18,90,210
14,36,44,36,0,193
14,36,49,36,15,223
14,36,52,36,30,245
14,36,55,36,45,257
14,36,58,36,60,256
14,37,1,36,75,242
14,37,4,36,90,212
14,37,7,54,0,290
14,37,12,54,15,318
14,37,15,54,30,322
14,37,18,54,45,317
14,37,27,54,90,0
14,37,30,72,0,315
14,37,35,72,15,334
14,37,38,72,30,339
14,37,41,72,45,335
14,37,44,72,60,321
14,37,47,72,75,269
14,37,50,72,90,192
14,37,53,90,0,332
14,37,58,90,15,349
14,38,1,90,30,350
14,38,4,90,45,348
14,38,7,90,60,327
14,38,10,90,75,273
14,38,13,90,90,182
14,38,16,108,0,345
14,38,21,108,15,353
14,38,24,108,30,353
14,38,27,108,45,343
14,38,30,108,60,323
14,38,33,108,75,265
14,38,36,108,90,170
14,38,39,126,0,343
14,38,44,126,15,348
14,38,47,126,30,349
14,38,50,126,45,343
14,38,53,126,60,323
14,38,56,126,75,262
14,38,59,126,90,167
14,39,2,144,0,325
14,39,7,144,15,337
14,39,10,144,30,0
14,39,13,144,45,328
14,39,16,144,60,296
14,39,19,144,75,240
14,39,22,144,90,156
14,39,25,162,0,263
14,39,30,162,15,285
14,39,33,162,30,286
14,39,36,162,45,274
14,39,39,162,60,244
14,39,42,162,75,199
14,39,45,162,90,141
14,39,48,180,0,163
14,39,53,180,15,177
14,39,56,180,30,184
14,39,59,180,45,188
14,40,2,180,60,180
14,40,5,180,75,163
14,40,8,180,90,133
14,45,23,0,0,88
14,45,26,0,15,70
14,45,29,0,30,57
14,45,32,0,45,59
14,45,35,0,60,105
14,45,38,0,75,154
14,45,41,0,90,195
14,45,44,18,0,94
14,45,49,18,15,106
14,45,52,18,30,133
14,45,55,18,45,158
14,45,58,18,60,181
14,46,1,18,75,201
14,46,4,18,90,209
14,46,7,36,0,185
14,46,12,36,15,198
14,46,15,36,30,131
14,46,18,36,45,231
14,46,21,36,60,292
14,46,24,36,75,191
14,46,27,36,90,172
14,46,30,54,0,108
14,46,35,54,15,159
14,46,38,54,30,213
14,46,41,54,45,105
